Load_ID,Name,Gender,Married,Dependent,Education,Self_Employed,Application_No,Loan_Amount
LID1787,Bob,Female,No,0,Not Graduate,No,APP5787,47695.0
LID1788,David,Male,No,1,Graduate,Yes,APP5788,228190.0
LID1789,John,Male,No,,Not Graduate,No,APP5789,201967.0
LID1790,Daniel,Female,Yes,2,Graduate,,APP5790,12143.0
LID1791,Bob,Male,No,3+,Graduate,No,APP5791,397245.0
LID1792,David,Female,No,3+,Not Graduate,Yes,APP5792,108477.0
LID1793,John,Female,Yes,2,Not Graduate,No,APP5793,64592.0
LID1794,John,Female,,2,Not Graduate,No,APP5794,
LID1795,Daniel,Female,No,3+,Not Graduate,No,APP5795,94507.0
LID1796,David,,No,3+,Graduate,Yes,APP5796,280035.0
LID1797,Bob,Male,No,2,Not Graduate,Yes,APP5797,397688.0
LID1798,Emma,Male,No,3+,Graduate,Yes,APP5798,224229.0
LID1799,Alice,Male,No,2,Not Graduate,Yes,APP5799,160583.0
LID1800,John,Male,No,1,Not Graduate,Yes,APP5800,159257.0
LID1801,Olivia,Male,Yes,1,Graduate,Yes,APP5801,466492.0
LID1802,David,Female,Yes,,Graduate,Yes,APP5802,278930.0
LID1803,Emma,Male,No,0,Graduate,No,APP5803,471377.0
LID1804,Emma,Male,Yes,0,Graduate,No,APP5804,345902.0
LID1805,Emma,Female,No,3+,Graduate,No,APP5805,157146.0
LID1806,Sophia,Male,Yes,2,Graduate,Yes,APP5806,112196.0
LID1807,Bob,Female,No,0,Graduate,No,APP5807,379590.0
LID1808,John,Male,Yes,3+,Not Graduate,Yes,APP5808,321941.0
LID1809,David,Male,Yes,1,Not Graduate,Yes,APP5809,247682.0
LID1810,Emma,Male,Yes,3+,Not Graduate,No,APP5810,178107.0
LID1811,Alice,Male,,2,Not Graduate,No,APP5811,382555.0
LID1812,Alice,Female,No,0,Not Graduate,No,APP5812,491456.0
LID1813,Michael,Female,Yes,0,Graduate,,APP5813,279925.0
LID1814,Emma,Female,No,0,Graduate,No,APP5814,253444.0
LID1815,Alice,Female,Yes,2,Graduate,Yes,APP5815,
LID1816,Olivia,Female,Yes,3+,Graduate,Yes,APP5816,83826.0
LID1817,John,Female,,0,Graduate,No,APP5817,7937.0
LID1818,Bob,Female,No,2,Graduate,,APP5818,103395.0
LID1819,Bob,Male,No,1,Not Graduate,No,APP5819,54203.0
LID1820,Olivia,Female,No,1,Not Graduate,Yes,APP5820,178557.0
LID1821,David,Female,Yes,3+,Not Graduate,,APP5821,332665.0
LID1822,Alice,Female,Yes,0,Not Graduate,No,APP5822,87026.0
LID1823,Emily,Female,No,3+,Graduate,Yes,APP5823,338627.0
LID1824,Alice,Male,No,3+,Graduate,,APP5824,123504.0
LID1825,Daniel,Female,No,1,Not Graduate,,APP5825,12407.0
LID1826,Michael,Male,No,3+,Not Graduate,No,APP5826,148959.0
LID1827,Olivia,Female,Yes,3+,Not Graduate,No,APP5827,482894.0
LID1828,Olivia,Male,No,2,Not Graduate,Yes,APP5828,311429.0
LID1829,Olivia,Female,Yes,2,Not Graduate,No,APP5829,197557.0
LID1830,Emily,Female,Yes,0,Graduate,Yes,APP5830,216428.0
LID1831,Daniel,Female,Yes,1,Graduate,,APP5831,299184.0
LID1832,Michael,Female,No,2,Graduate,No,APP5832,350698.0
LID1833,Emma,Female,No,0,Graduate,No,APP5833,315713.0
LID1834,Emma,Female,No,2,Graduate,No,APP5834,388075.0
LID1835,David,Female,No,3+,Not Graduate,No,APP5835,98493.0
LID1836,Olivia,Male,Yes,2,Not Graduate,Yes,APP5836,58646.0
LID1837,Michael,Male,No,0,Graduate,No,APP5837,278844.0
LID1838,David,Female,No,1,Graduate,No,APP5838,406633.0
LID1839,Olivia,Female,Yes,2,Graduate,Yes,APP5839,306809.0
LID1840,Olivia,Female,No,0,Graduate,,APP5840,315467.0
LID1841,John,Female,Yes,0,Not Graduate,Yes,APP5841,428257.0
LID1842,Olivia,Male,No,0,Graduate,No,APP5842,327902.0
LID1843,Alice,Female,No,0,Not Graduate,,APP5843,253201.0
LID1844,Emily,Female,No,3+,Not Graduate,Yes,APP5844,6400.0
LID1845,Emily,Male,Yes,3+,Not Graduate,No,APP5845,118478.0
LID1846,David,Female,No,3+,Not Graduate,No,APP5846,426188.0
LID1847,Alice,Female,No,2,Not Graduate,Yes,APP5847,80147.0
LID1848,Bob,Male,No,3+,Not Graduate,Yes,APP5848,463549.0
LID1849,Emily,Male,No,0,Not Graduate,Yes,APP5849,
LID1850,Bob,Female,Yes,0,Graduate,,APP5850,32362.0
LID1851,Daniel,Male,Yes,1,Graduate,Yes,APP5851,428223.0
LID1852,Alice,Male,Yes,2,Not Graduate,Yes,APP5852,353568.0
LID1853,Bob,Male,Yes,2,Graduate,Yes,APP5853,163627.0
LID1854,John,Female,Yes,3+,Not Graduate,Yes,APP5854,66497.0
LID1855,Michael,Female,Yes,0,Graduate,Yes,APP5855,211174.0
LID1856,Emma,Male,,1,Graduate,No,APP5856,207128.0
LID1857,Olivia,Male,No,0,Graduate,,APP5857,191117.0
LID1858,Emma,Female,No,3+,Graduate,Yes,APP5858,278670.0
LID1859,David,Male,No,0,Not Graduate,No,APP5859,45999.0
LID1860,John,Female,Yes,0,Graduate,No,APP5860,446550.0
LID1861,Emily,Female,Yes,2,Graduate,No,APP5861,92092.0
LID1862,David,Male,,,Not Graduate,No,APP5862,442049.0
LID1863,David,Female,Yes,3+,Not Graduate,Yes,APP5863,79912.0
LID1864,Emma,Female,Yes,2,Not Graduate,No,APP5864,298856.0
LID1865,Alice,Male,No,2,Graduate,Yes,APP5865,369432.0
LID1866,Emily,Male,Yes,2,Not Graduate,No,APP5866,364330.0
LID1867,David,Female,Yes,2,Graduate,No,APP5867,476734.0
LID1868,Olivia,Female,No,3+,Graduate,Yes,APP5868,187546.0
LID1869,Emily,Female,Yes,3+,Not Graduate,Yes,APP5869,459105.0
LID1870,Michael,Female,Yes,1,Graduate,,APP5870,249357.0
LID1871,Alice,Male,Yes,1,Graduate,,APP5871,186399.0
LID1872,Daniel,Female,No,1,Not Graduate,Yes,APP5872,117082.0
LID1873,Emily,Female,Yes,3+,Graduate,Yes,APP5873,464430.0
LID1874,Bob,Female,Yes,3+,Graduate,Yes,APP5874,497519.0
LID1875,David,Male,Yes,0,Graduate,No,APP5875,201191.0
LID1876,Bob,Male,No,2,Not Graduate,No,APP5876,396972.0
LID1877,Alice,Female,Yes,1,Not Graduate,Yes,APP5877,107674.0
LID1878,John,Female,Yes,2,Graduate,No,APP5878,280776.0
LID1879,Bob,Female,Yes,3+,Not Graduate,No,APP5879,312331.0
LID1880,David,Female,No,0,Graduate,No,APP5880,54339.0
LID1881,Olivia,Female,,3+,Graduate,No,APP5881,485146.0
LID1882,Olivia,Female,Yes,2,Graduate,,APP5882,488164.0
LID1883,David,Male,Yes,2,Graduate,Yes,APP5883,
LID1884,Emma,Female,,1,Not Graduate,No,APP5884,344328.0
LID1885,Alice,Male,,0,Graduate,No,APP5885,255994.0
LID1886,Emma,,No,0,Graduate,No,APP5886,369641.0
LID1887,David,Female,Yes,2,Not Graduate,Yes,APP5887,148746.0
LID1888,Michael,,Yes,3+,Graduate,No,APP5888,304987.0
LID1889,David,Male,No,0,Not Graduate,,APP5889,457557.0
LID1890,Daniel,Male,,2,Graduate,,APP5890,251839.0
LID1891,Daniel,Female,Yes,2,Graduate,No,APP5891,336475.0
LID1892,Emma,Male,,2,Graduate,No,APP5892,96106.0
LID1893,Emma,Female,Yes,1,Graduate,No,APP5893,463718.0
LID1894,Alice,Female,Yes,0,Graduate,No,APP5894,291044.0
LID1895,Olivia,Female,No,3+,Not Graduate,No,APP5895,25024.0
LID1896,John,Female,No,0,Graduate,No,APP5896,326346.0
LID1897,Michael,Male,Yes,0,Graduate,Yes,APP5897,85316.0
LID1898,Sophia,Female,No,2,Graduate,No,APP5898,97750.0
LID1899,Olivia,Male,No,3+,Not Graduate,No,APP5899,74021.0
LID1900,David,Male,No,0,Graduate,Yes,APP5900,442289.0
LID1901,John,Male,No,1,Not Graduate,No,APP5901,34385.0
LID1902,Alice,Male,No,0,Graduate,No,APP5902,377554.0
LID1903,Emily,Male,Yes,2,Not Graduate,Yes,APP5903,56105.0
LID1904,Olivia,Female,No,0,Not Graduate,Yes,APP5904,150478.0
LID1905,Olivia,,No,0,Graduate,,APP5905,106807.0
LID1906,John,Male,Yes,2,Not Graduate,,APP5906,391638.0
LID1907,David,Female,,3+,Not Graduate,,APP5907,
LID1908,Olivia,Female,No,1,Graduate,Yes,APP5908,449716.0
LID1909,John,Female,No,1,Not Graduate,,APP5909,475672.0
LID1910,Bob,Male,No,1,Graduate,Yes,APP5910,479860.0
LID1911,Emma,Female,Yes,2,Graduate,Yes,APP5911,383606.0
LID1912,Daniel,Male,No,2,Graduate,Yes,APP5912,275711.0
LID1913,Emma,Male,Yes,0,Graduate,No,APP5913,
LID1914,David,Male,Yes,2,Graduate,Yes,APP5914,223302.0
LID1915,Bob,Male,No,0,Graduate,Yes,APP5915,356084.0
LID1916,Olivia,Male,No,3+,Not Graduate,No,APP5916,106156.0
LID1917,Michael,Male,Yes,1,Not Graduate,Yes,APP5917,267943.0
LID1918,Emma,Male,No,1,Not Graduate,Yes,APP5918,144794.0
LID1919,Alice,Female,No,2,Not Graduate,Yes,APP5919,237468.0
LID1920,Emma,Male,Yes,0,Graduate,Yes,APP5920,
LID1921,Sophia,Male,,0,Graduate,No,APP5921,366085.0
LID1922,Michael,Female,Yes,0,Graduate,Yes,APP5922,95685.0
LID1923,Sophia,Female,Yes,1,Not Graduate,,APP5923,446515.0
LID1924,Sophia,Male,Yes,3+,Graduate,No,APP5924,6690.0
LID1925,Alice,Male,,2,Not Graduate,Yes,APP5925,298894.0
LID1926,Bob,Female,No,0,Graduate,No,APP5926,184019.0
LID1927,Sophia,Male,No,1,Graduate,No,APP5927,443360.0
LID1928,Michael,Female,,3+,Not Graduate,,APP5928,301846.0
LID1929,Emma,Male,Yes,,Graduate,Yes,APP5929,51222.0
LID1930,David,Female,,2,Not Graduate,No,APP5930,52480.0
LID1931,Michael,Male,No,1,Graduate,No,APP5931,50307.0
LID1932,Daniel,Male,Yes,1,Graduate,No,APP5932,314932.0
LID1933,John,Male,Yes,2,Not Graduate,Yes,APP5933,15542.0
LID1934,Emma,Male,No,3+,Graduate,Yes,APP5934,418525.0
LID1935,Alice,Female,Yes,2,Graduate,Yes,APP5935,
LID1936,Sophia,Female,No,3+,Not Graduate,No,APP5936,246355.0
LID1937,David,Male,Yes,3+,Not Graduate,No,APP5937,384729.0
LID1938,Sophia,Male,Yes,2,Not Graduate,Yes,APP5938,166366.0
LID1939,Alice,,Yes,0,Not Graduate,No,APP5939,341759.0
LID1940,Michael,Female,Yes,2,Graduate,Yes,APP5940,458292.0
LID1941,Daniel,Male,Yes,2,Not Graduate,Yes,APP5941,401273.0
LID1942,John,Female,Yes,2,Not Graduate,Yes,APP5942,167784.0
LID1943,Daniel,Female,Yes,0,Not Graduate,No,APP5943,375102.0
LID1944,Emma,Female,No,1,Not Graduate,Yes,APP5944,151257.0
LID1945,Michael,Male,No,1,Not Graduate,,APP5945,170434.0
LID1946,John,Female,No,,Not Graduate,Yes,APP5946,442924.0
LID1947,Emily,Male,Yes,2,Not Graduate,Yes,APP5947,468244.0
LID1948,Daniel,Male,No,0,Graduate,No,APP5948,159629.0
LID1949,Sophia,Female,Yes,1,Graduate,Yes,APP5949,235476.0
LID1950,Olivia,Male,No,1,Graduate,No,APP5950,261841.0
LID1951,Emma,Female,No,3+,Graduate,No,APP5951,195638.0
LID1952,Emma,Male,No,2,Not Graduate,No,APP5952,341501.0
LID1953,John,Male,No,1,Graduate,No,APP5953,439896.0
LID1954,Emily,Male,No,2,Not Graduate,No,APP5954,441066.0
LID1955,David,Male,No,1,Graduate,Yes,APP5955,442635.0
LID1956,Daniel,Male,Yes,,Not Graduate,No,APP5956,86633.0
LID1957,Bob,Male,No,3+,Not Graduate,Yes,APP5957,115447.0
LID1958,David,Male,No,1,Not Graduate,No,APP5958,232464.0
LID1959,Emma,Female,No,,Graduate,No,APP5959,430149.0
LID1960,Emma,Female,,,Not Graduate,No,APP5960,156356.0
LID1961,Alice,Male,,1,Not Graduate,Yes,APP5961,371820.0
LID1962,John,Female,Yes,3+,Graduate,No,APP5962,294203.0
LID1963,Olivia,Male,No,1,Graduate,No,APP5963,421439.0
LID1964,Emily,Male,,,Graduate,Yes,APP5964,274102.0
LID1965,Bob,Female,Yes,2,Not Graduate,Yes,APP5965,140378.0
LID1966,David,Male,Yes,2,Not Graduate,No,APP5966,141758.0
LID1967,Daniel,Male,No,0,Not Graduate,No,APP5967,
LID1968,John,Female,Yes,,Graduate,No,APP5968,350155.0
LID1969,Daniel,Male,,3+,Graduate,Yes,APP5969,254146.0
LID1970,Michael,Female,Yes,3+,Not Graduate,No,APP5970,312663.0
LID1971,Alice,Male,No,1,Not Graduate,Yes,APP5971,300577.0
LID1972,Emily,Male,Yes,2,Not Graduate,Yes,APP5972,313486.0
LID1973,Alice,,No,3+,Not Graduate,No,APP5973,174015.0
LID1974,Emma,Male,,3+,Not Graduate,No,APP5974,335024.0
LID1975,Alice,,Yes,1,Not Graduate,No,APP5975,477396.0
LID1976,Bob,Male,No,2,Not Graduate,No,APP5976,
LID1977,Emma,Male,Yes,1,Not Graduate,No,APP5977,180485.0
LID1978,David,Female,Yes,3+,Not Graduate,Yes,APP5978,478421.0
LID1979,Daniel,Male,No,0,Not Graduate,Yes,APP5979,483752.0
LID1980,David,Female,,2,Not Graduate,Yes,APP5980,90325.0
LID1981,Michael,Male,No,3+,Not Graduate,Yes,APP5981,102601.0
LID1982,Emma,Male,,2,Graduate,No,APP5982,235166.0
LID1983,Emma,Male,,3+,Graduate,No,APP5983,244308.0
LID1984,Emily,Male,No,,Not Graduate,No,APP5984,369117.0
LID1985,Emma,Male,No,2,Graduate,Yes,APP5985,214365.0
LID1986,Daniel,Female,Yes,3+,Not Graduate,No,APP5986,132710.0
LID1987,Bob,Female,Yes,3+,Graduate,,APP5987,200672.0
LID1988,Michael,Female,Yes,2,Not Graduate,Yes,APP5988,257999.0
LID1989,Emily,,No,,Graduate,Yes,APP5989,162377.0
LID1990,Olivia,Female,,0,Not Graduate,No,APP5990,
LID1991,Daniel,Male,No,1,Graduate,Yes,APP5991,127842.0
LID1992,Bob,Female,Yes,2,Not Graduate,Yes,APP5992,477312.0
LID1993,Alice,Male,Yes,0,Graduate,No,APP5993,61547.0
LID1994,David,Male,No,,Graduate,No,APP5994,410836.0
LID1995,Michael,Female,Yes,3+,Graduate,,APP5995,307770.0
LID1996,Sophia,,No,3+,Graduate,Yes,APP5996,19971.0
LID1997,Daniel,Male,Yes,1,Not Graduate,Yes,APP5997,92233.0
LID1998,David,Male,Yes,0,Graduate,,APP5998,469831.0
LID1999,John,Female,Yes,2,Graduate,,APP5999,370759.0
